Accession_ID	Name	Country	Latitude	Longitude	CS_number	material	Mg25	chr5:282011
9824	Bes-5	Spain	42.91	-4.91	CS76702	leaf	5447.656982	1
9825	Boa-0	Spain	40.4	-3.88	CS76714	leaf	4523.343857	1
9826	Bor-0	Spain	42.49	-6.71	CS76717	leaf	4387.576999	1
9827	Bos-0	Spain	42.78	0.69	CS76719	leaf	5515.055467	0
9828	Bra-0	Spain	42.5	-6.15	CS76721	leaf	4381.569449	1
9830	Bus-0	Spain	36.97	-3.28	CS76736	leaf	4365.971957	0
9831	Cas-0	Spain	38.54	-3.39	CS76743	leaf	4412.247657	0
9832	Cat-0	Spain	40.54	-3.69	CS76759	leaf	3886.859776	0
9833	Cha-0	Spain	40.38	-4.21	CS76764	leaf	4427.234557	1
9834	Cho-0	Spain	40.51	-3.9	CS76768	leaf	4255.591946	1
9835	Cir-0	Spain	40.61	-6.57	CS76772	leaf	4035.990182	0
9836	Cod-0	Spain	41.25	-1.32	CS76777	leaf	5543.555487	0
9837	Con-0	Spain	37.94	-5.6	CS76780	leaf	4400.32119	0
9838	Cot-0	Spain	41.83	-5.38	CS76784	leaf	4510.40838	0
9839	Coy-0	Spain	40.44	-4.27	CS76785	leaf	4287.245849	.
9840	Dar-0	Spain	41.13	-1.43	CS76792	leaf	5200.838649	0
9841	Ees-0	Spain	40.59	-4.15	CS76836	leaf	4210.334793	0
9843	Elp-0	Spain	40.53	-3.92	CS76840	leaf	3979.432236	0
9844	Esn-2	Spain	42.27	0.19	CS76846	leaf	4950.327371	0
9845	Evs-0	Spain	40.48	-3.96	CS76848	leaf	3924.383116	0
9846	Ezc-2	Spain	42.31	-3.02	CS76849	leaf	4524.55909	0
9847	Fel-2	Spain	43.31	-5.7	CS76854	leaf	4370.706716	0
9848	Glo-1	Spain	40.11	-5.77	CS76879	leaf	4416.918797	1
9849	Gud-3	Spain	40.65	-4.11	CS76895	leaf	5315.940725	1
9850	Hec-0	Spain	42.86	-0.7	CS76917	leaf	4554.7999	0
9851	Hue-3	Spain	42.96	-6.1	CS76942	leaf	4606.719204	0
9852	Ini-0	Spain	40.46	-3.75	CS76945	leaf	3999.429566	0
9853	Lac-0	Spain	43.33	-5.91	CS76996	leaf	4428.898718	.
9854	Laf-1	Spain	43.36	-5.88	CS76997	leaf	4844.068756	0
9855	Lam-0	Spain	40.57	-3.89	CS77008	leaf	3700.342494	1
9856	Lch-0	Spain	40.51	-4	CS77010	leaf	4370.786485	.
9857	Leg-0	Spain	40.33	-3.8	CS77019	leaf	4624.456984	0
9858	Loz-0	Spain	40.98	-3.8	CS77051	leaf	5165.747968	.
9859	Lro-0	Spain	40.5	-3.88	CS77054	leaf	4524.195338	0
9860	Lum-0	Spain	42.24	-2.62	CS77059	leaf	4595.443602	.
9861	Mac-0	Spain	40.72	-3.21	CS77061	leaf	4261.64098	.
9862	Mad-0	Spain	40.45	-3.67	CS77062	leaf	4132.651299	.
9864	Mat-0	Spain	41.76	2.69	CS77074	leaf	4567.682548	0
9866	Mdd-0	Spain	41.89	-2.79	CS77076	leaf	4147.899637	0
9867	Mie-1	Spain	40.94	-3.22	CS77083	leaf	4904.843918	0
9868	Moe-0	Spain	41.78	2.37	CS77104	leaf	4668.348505	.
9869	Moj-0	Spain	36.76	-5.28	CS77105	leaf	4351.114905	.
9870	Moz-0	Spain	41.91	0.17	CS77111	leaf	4702.773495	0
9871	Nac-0	Spain	40.75	-3.99	CS77117	leaf	3935.446447	0
9873	Ndc-0	Spain	37.94	-5.45	CS77125	leaf	4391.860849	0
9874	Oja-0	Spain	42.34	-3	CS77143	leaf	4149.943328	0
9875	Ovi-1	Spain	43.38	-5.87	CS77155	leaf	5264.276369	.
9876	Pad-0	Spain	41.34	0.99	CS77158	leaf	4452.484867	0
9877	Pdl-0	Spain	43.02	-5.6	CS77165	leaf	4971.372474	0
9878	Pee-0	Spain	40.78	-3.62	CS77167	leaf	4578.470898	0
9879	Per-0	Spain	37.6	-1.12	CS77169	leaf	4339.836988	0
9880	Pib-1	Spain	42.72	-3.44	CS77175	leaf	4700.106592	0
9881	Pie-0	Spain	40.46	-5.32	CS77176	leaf	4897.247578	1
9882	Pil-0	Spain	40.46	-4.26	CS77178	leaf	4882.339725	1
9883	Piq-0	Spain	42.1	-2.56	CS77179	leaf	4766.837427	0
9885	Prd-0	Spain	41.14	-3.68	CS77189	leaf	4670.632503	1
9886	Pru-0	Spain	42.38	1.73	CS77190	leaf	4793.534587	0
9887	Pun-0	Spain	40.4	-4.77	CS77196	leaf	4210.187806	0
9888	Pva-1	Spain	40.93	-3.31	CS77197	leaf	4161.79043	0
9890	Rib-1	Spain	43.16	-5.07	CS77217	leaf	4725.033094	0
9891	Sal-0	Spain	41.93	2.92	CS77230	leaf	4835.464384	0
9892	Sam-0	Spain	42.68	-6.96	CS77231	leaf	4681.351157	.
9894	Sen-0	Spain	42.59	0.76	CS77243	leaf	4573.013272	0
9895	Sfb-6	Spain	41.78	2.57	CS77248	leaf	4439.096092	0
9897	Smt-1	Spain	40.95	-5.63	CS77257	leaf	4920.307511	0
9898	Som-0	Spain	41.14	-3.58	CS77259	leaf	5111.797785	1
9899	Tau-0	Spain	42.54	0.84	CS77342	leaf	4399.618695	.
9900	Tri-0	Spain	37.38	-6.01	CS77386	leaf	4177.129944	0
9901	Urd-1	Spain	42.27	-2.98	CS78824	leaf	4941.00932	0
9902	Usa-0	Spain	40.71	-3.24	CS78825	leaf	4594.429714	0
9903	Val-0	Spain	42.31	-3.1	CS78829	leaf	4319.077441	0
9904	Vas-0	Spain	40.95	-3.31	CS78833	leaf	4069.324838	0
9905	Ven-0	Spain	40.76	-4.01	CS78840	leaf	5205.390594	0
9906	IP-Mah-6	Spain	40	4.25	CS77063	leaf	4709.832796	0
9908	ESP-1-11	France	50.72	3.47	CS76847	leaf	4351.749733	1
9909	GEN-8	France	50.59	3.3	CS76877	leaf	5203.374631	.
9910	BRI-2	France	50.68	3.52	CS76725	leaf	4483.677449	0
9911	ARGE-1-15	France	47.16	4.28	CS76672	leaf	5023.900738	1
9914	IST-29	France	47.58	5.33	CS76948	leaf	5139.441509	0
9915	MAR-4-16	France	47.45	3.94	CS77069	leaf	4898.062961	1
9917	RAD-21	France	46.69	4.34	CS77200	leaf	4956.314635	0
9918	SAUL-24	France	47.43	5.21	CS77237	leaf	4538.509111	0
9920	DIR-9	France	48.54	4.32	CS76796	leaf	5135.112507	.
9921	FOR-23	France	48.57	4.41	CS76867	leaf	4290.908132	0
9924	PLY-20	France	48.59	4.24	CS77181	leaf	4778.534389	0
9925	RUM-20	France	48.91	4.52	CS77226	leaf	5101.891347	0
9926	TRE-1	France	48.86	4.1	CS77385	leaf	5034.381605	0
9927	ARR-17	France	44.05	3.69	CS76673	leaf	4309.34	0
9928	BEZ-9	France	44.12	3.77	CS76703	leaf	4728.47614	0
9929	ISS-20	France	43.92	3.71	CS76947	leaf	5293.002305	0
9930	LEC-25	France	43.91	4.14	CS77018	leaf	4714.58014	0
9932	NOZ-6	France	44.12	4.33	CS77134	leaf	4908.767812	0
9933	VED-10	France	43.74	3.89	CS78839	leaf	5044.775364	0
9935	BAU-15	France	50.6	2.93	CS76694	leaf	5193.833173	0
9937	CATS-6	France	50.79	2.69	CS76760	leaf	5109.927229	0
9938	WAV-8	France	50.65	2.99	CS78854	leaf	4918.51525	0
9942	Agu-1	Spain	41.32	-1.34	CS76409	leaf	4752.462009	0
9943	Cdm-0	Spain	39.73	-5.74	CS76410	leaf	4957.801716	.
9944	Don-0	Spain	36.83	-6.36	CS76411	leaf	4875.394014	0
9945	Leo-1	Spain	41.8	-3.11	CS76413	leaf	4880.826274	0
9946	Mer-6	Spain	38.92	-6.34	CS76414	leaf	3891.11834	.
9947	Ped-0	Spain	40.74	-3.9	CS76415	leaf	4510.312897	.
9948	Pra-6	Spain	41.05	-3.54	CS76416	leaf	4776.071131	0
9949	Qui-0	Spain	42.69	-6.93	CS76417	leaf	5594.044602	1
9950	Vie-0	Spain	42.63	0.76	CS76418	leaf	5265.611582	0
9962	Galdo-1	Italy	40.57	15.32	CS76423	leaf	4738.457718	.
9963	Lago-1	Italy	39.18	16.26	CS76367	leaf	4625.272442	1
9964	Mammo-1	Italy	38.36	16.23	CS76365	leaf	4918.959902	1
9965	Mammo-2	Italy	38.38	16.22	CS76364	leaf	5092.89943	1
9966	Monte-1	Italy	40.28	15.65	CS76361	leaf	4483.79757	.
9968	Timpo-1	Italy	39.27	16.27	CS76424	leaf	4972.636562	0
9969	Valsi-1	Italy	40.18	16.45	CS76425	leaf	4293.143469	.
9970	Altenb-2	Italy	46.37	11.24	CS76353	leaf	4816.926564	0
9971	Bozen-1.1	Italy	46.51	11.33	CS76357	leaf	4786.281058	0
9972	Bozen-1.2	Italy	46.51	11.33	CS76358	leaf	4523.173128	.
9973	Mitterberg-1-181	Italy	46.36	11.28	CS76354	leaf	5480.617693	.
9974	Castelfed-4-212	Italy	46.34	11.29	CS76355	leaf	4613.976327	0
9975	Castelfed-4-213	Italy	46.34	11.29	CS76356	leaf	5014.89406	0
9976	Rovero-1	Italy	46.25	11.17	CS76351	leaf	5173.438815	0
9978	Vezzano-2.2	Italy	46.63	10.82	CS76350	leaf	4061.432285	.
9979	Voeran-1	Italy	46.36	11.23	CS76352	leaf	5381.490368	0
9980	Angel-1	Italy	38.62	16.17	CS76362	leaf	4038.336223	0
9981	Angit-1	Italy	38.76	16.24	CS76366	leaf	4488.611975	0
9982	Apost-1	Italy	39.01	16.47	CS76368	leaf	4582.108225	1
9983	Ciste-1	Italy	41.62	12.87	CS76359	leaf	4305.013227	0
9984	Ciste-2	Italy	41.62	12.87	CS76360	leaf	5780.468701	.
9985	Slavi-1	BUL	41.43	23.65	CS76419	leaf	4545.097766	0
9986	Jablo-1	BUL	41.59	25.2	CS76372	leaf	4233.80226	0
9987	Lecho-1	BUL	41.43	23.5	CS76371	leaf	4615.424987	0
9995	HKT2.4	GER	48.14	9.4	CS76404	leaf	4564.489598	.
9996	Nie1-2	GER	48.52	8.8	CS76402	leaf	5466.317882	0
9997	Rue3.1-31	GER	48.56	9.16	CS76406	leaf	5035.909893	0
9998	Star-8	GER	48.43	8.82	CS76400	leaf	4400.673985	0
9999	TueSB30-3	GER	48.53	9.06	CS76403	leaf	4779.962442	0
10001	TueV-13	GER	48.52	9.05	CS76407	leaf	4513.174709	0
10002	TueWal-2	GER	48.53	9.04	CS76405	leaf	5031.485892	0
10004	Bolin-1	Romania	44.46	25.74	CS76373	leaf	4996.285886	0
10005	Copac-1	Romania	46.11	21.95	CS76420	leaf	5010.11145	0
10006	Kastel-1	Ukraine	44.6419	34.3814	CS76395	leaf	4666.633151	0
10017	Petro-1	Serbia	44.34	21.46	CS76370	leaf	4695.198804	0
10018	Dobra-1	Serbia	44.84	20.16	CS76369	leaf	4718.153798	0
10020	Jl-2	Czech Republic	49.17	16.5	CS76956	leaf	5045.523684	0
10022	Uk-3	GER	48.0333	7.7667	CS78777	leaf	4600.498146	0
